time,joint_name,joint_state,joint_reference,joint_torque
1734689118.2371888,"LF_B2C, LF_C2F, LF_F2T, LF_T2E, LF_wristH, LF_wristV, LF_driving, LH_B2C, LH_C2F, LH_F2T, LH_T2E, LH_wristH, LH_wristV, LH_driving, RH_B2C, RH_C2F, RH_F2T, RH_T2E, RH_wristH, RH_wristV, RH_driving, RF_B2C, RF_C2F, RF_F2T, RF_T2E, RF_wristH, RF_wristV, RF_driving","-0.1326747406200015, -0.041126150490010005, 1.632480228653706, -0.2181824385397766, 0.40768860516639904, 0.19805683497503246, -0.012706702980622708, -0.16529591834481394, -0.15959398326459162, 1.5969314612915326, -0.36021370168671396, 0.05911447251468882, 0.4466865140930265, 0.024234737173470577, -0.23464638301614915, -0.15190480458929478, 1.6241719169402034, -0.22985917176984305, 0.05938312895872144, 0.2753093809707545, -0.044566835694755724, -0.20028424485761764, -0.01798164096859356, 1.692296292479952, -0.14652534492584213, 0.3417216119240427, 0.05903937654855085, -0.014982238690828709","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","-5.0,2.0764782939038042,-5.0,5.0,-5.0,-5.0,-0.048681768661857916,-5.0,-5.0,3.118252048965232,5.0,5.0,-5.0,-0.018662095496191355,-5.0,1.3314343923790375,-5.0,5.0,-5.0,-5.0,0.44588235627587736,-5.0,-4.4654394025732245,-5.0,5.0,-5.0,-5.0,0.02088112523525254"
1734689118.3347752,"LF_B2C, LF_C2F, LF_F2T, LF_T2E, LF_wristH, LF_wristV, LF_driving, LH_B2C, LH_C2F, LH_F2T, LH_T2E, LH_wristH, LH_wristV, LH_driving, RH_B2C, RH_C2F, RH_F2T, RH_T2E, RH_wristH, RH_wristV, RH_driving, RF_B2C, RF_C2F, RF_F2T, RF_T2E, RF_wristH, RF_wristV, RF_driving","-0.12099013307242057, -0.04173719325678782, 1.6412572684289657, -0.22375102749842668, 0.41092990109740946, 0.19604034680924443, -0.021031676430607327, -0.15834571504599637, -0.15549947786321905, 1.5970376221278393, -0.34907353934967045, 0.059152258177316064, 0.43378054526319865, 0.022279680204357, -0.21967745991260124, -0.1487957194183691, 1.6298302924850105, -0.21483901223535984, 0.07320079449046002, 0.25406564328738845, -0.038174649453110554, -0.1852347663355456, -0.0186055232382909, 1.6968341675613008, -0.1499761148559644, 0.3359014679309915, 0.05591238808211241, -0.012075935831345141","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","2.0764782939038042,5.0,5.0,-5.0,0.02088112523525254,5.0,5.0,-5.0,-5.0,-5.0,-0.018662095496191355,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-4.4654394025732245,-5.0,5.0,-0.048681768661857916,3.118252048965232,-5.0,0.44588235627587736,-5.0,1.3314343923790375"
1734689118.3832612,"LF_B2C, LF_C2F, LF_F2T, LF_T2E, LF_wristH, LF_wristV, LF_driving, LH_B2C, LH_C2F, LH_F2T, LH_T2E, LH_wristH, LH_wristV, LH_driving, RH_B2C, RH_C2F, RH_F2T, RH_T2E, RH_wristH, RH_wristV, RH_driving, RF_B2C, RF_C2F, RF_F2T, RF_T2E, RF_wristH, RF_wristV, RF_driving","-0.12937361077564002, -0.0394320468635998, 1.6327915615834439, -0.24418379846963756, 0.4214426190207723, 0.2289061324935311, -0.0013590859714369685, -0.16421458280420342, -0.15705682207033345, 1.596493725726873, -0.38998982578538843, 0.05003820552534943, 0.48326999517218994, 0.0027882106756873526, -0.23249936687242378, -0.1494930601080906, 1.6241243567379025, -0.26162977413819366, 0.06810013419360939, 0.31232849236340066, -0.035856764993260626, -0.197906434019675, -0.017737120411845275, 1.693937871050471, -0.1783505703462014, 0.35635454837312697, 0.09627676766777427, 0.0019078989731955431","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","5.0,5.0,5.0,-5.0,5.0,5.0,0.12706702980622708,5.0,5.0,-5.0,-5.0,-5.0,5.0,-0.24234737173470577,5.0,5.0,5.0,-5.0,5.0,5.0,0.44566835694755724,5.0,5.0,5.0,-5.0,5.0,5.0,0.1498223869082871"
1734689118.4343374,"LF_B2C, LF_C2F, LF_F2T, LF_T2E, LF_wristH, LF_wristV, LF_driving, LH_B2C, LH_C2F, LH_F2T, LH_T2E, LH_wristH, LH_wristV, LH_driving, RH_B2C, RH_C2F, RH_F2T, RH_T2E, RH_wristH, RH_wristV, RH_driving, RF_B2C, RF_C2F, RF_F2T, RF_T2E, RF_wristH, RF_wristV, RF_driving","-0.12099013307242057, -0.04173719325678782, 1.6412572684289657, -0.22375102749842668, 0.41092990109740946, 0.19604034680924443, -0.021031676430607327, -0.15834571504599637, -0.15549947786321905, 1.5970376221278393, -0.34907353934967045, 0.059152258177316064, 0.43378054526319865, 0.022279680204357, -0.21967745991260124, -0.1487957194183691, 1.6298302924850105, -0.21483901223535984, 0.07320079449046002, 0.25406564328738845, -0.038174649453110554, -0.1852347663355456, -0.0186055232382909, 1.6968341675613008, -0.1499761148559644, 0.3359014679309915, 0.05591238808211241, -0.012075935831345141","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","5.0,-5.0,-5.0,5.0,0.1498223869082871,-5.0,-5.0,5.0,5.0,5.0,-0.24234737173470577,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,-5.0,0.12706702980622708,-5.0,5.0,0.44566835694755724,5.0,5.0"
1734689118.513974,"LF_B2C, LF_C2F, LF_F2T, LF_T2E, LF_wristH, LF_wristV, LF_driving, LH_B2C, LH_C2F, LH_F2T, LH_T2E, LH_wristH, LH_wristV, LH_driving, RH_B2C, RH_C2F, RH_F2T, RH_T2E, RH_wristH, RH_wristV, RH_driving, RF_B2C, RF_C2F, RF_F2T, RF_T2E, RF_wristH, RF_wristV, RF_driving","-0.13496323391137377, -0.040066144209547794, 1.6323516614261475, -0.2212463774736637, 0.40631356436822497, 0.20460662783076167, -0.025548619169470044, -0.16712997853643774, -0.1615621590621492, 1.5968384509658948, -0.3606016458905943, 0.059904967957850275, 0.4489716610403214, 0.02282941171934194, -0.2375992594966858, -0.1521679030719607, 1.6229836671307547, -0.23069694245977956, 0.05817991792429833, 0.27597312836927834, -0.03584997025165482, -0.20362815013021596, -0.017991697239705395, 1.6915273170168437, -0.14706988613585903, 0.34195750932571034, 0.06113458876292377, -0.015919718274304273","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","-5.0,-5.0,-5.0,5.0,-5.0,-5.0,0.013590859714369685,-4.003827360527602,-5.0,4.422847260197017,5.0,5.0,-5.0,-0.027882106756873526,-5.0,-5.0,-5.0,5.0,-5.0,-5.0,0.35856764993260626,-5.0,0.759231462289577,-5.0,5.0,-5.0,-5.0,-0.01907898973195543"
1734689118.5330422,"LF_B2C, LF_C2F, LF_F2T, LF_T2E, LF_wristH, LF_wristV, LF_driving, LH_B2C, LH_C2F, LH_F2T, LH_T2E, LH_wristH, LH_wristV, LH_driving, RH_B2C, RH_C2F, RH_F2T, RH_T2E, RH_wristH, RH_wristV, RH_driving, RF_B2C, RF_C2F, RF_F2T, RF_T2E, RF_wristH, RF_wristV, RF_driving","-0.12099013307242057, -0.04173719325678782, 1.6412572684289657, -0.22375102749842668, 0.41092990109740946, 0.19604034680924443, -0.021031676430607327, -0.15834571504599637, -0.15549947786321905, 1.5970376221278393, -0.34907353934967045, 0.059152258177316064, 0.43378054526319865, 0.022279680204357, -0.21967745991260124, -0.1487957194183691, 1.6298302924850105, -0.21483901223535984, 0.07320079449046002, 0.25406564328738845, -0.038174649453110554, -0.1852347663355456, -0.0186055232382909, 1.6968341675613008, -0.1499761148559644, 0.3359014679309915, 0.05591238808211241, -0.012075935831345141","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","-5.0,5.0,5.0,-5.0,-0.01907898973195543,5.0,5.0,-5.0,-5.0,-5.0,-0.027882106756873526,-5.0,-4.003827360527602,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,0.759231462289577,-5.0,5.0,0.013590859714369685,4.422847260197017,-5.0,0.35856764993260626,-5.0,-5.0"
1734689118.6342392,"LF_B2C, LF_C2F, LF_F2T, LF_T2E, LF_wristH, LF_wristV, LF_driving, LH_B2C, LH_C2F, LH_F2T, LH_T2E, LH_wristH, LH_wristV, LH_driving, RH_B2C, RH_C2F, RH_F2T, RH_T2E, RH_wristH, RH_wristV, RH_driving, RF_B2C, RF_C2F, RF_F2T, RF_T2E, RF_wristH, RF_wristV, RF_driving","-0.12099013307242057, -0.04173719325678782, 1.6412572684289657, -0.22375102749842668, 0.41092990109740946, 0.19604034680924443, -0.021031676430607327, -0.15834571504599637, -0.15549947786321905, 1.5970376221278393, -0.34907353934967045, 0.059152258177316064, 0.43378054526319865, 0.022279680204357, -0.21967745991260124, -0.1487957194183691, 1.6298302924850105, -0.21483901223535984, 0.07320079449046002, 0.25406564328738845, -0.038174649453110554, -0.1852347663355456, -0.0186055232382909, 1.6968341675613008, -0.1499761148559644, 0.3359014679309915, 0.05591238808211241, -0.012075935831345141","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","-5.0,5.0,5.0,-5.0,-0.01907898973195543,5.0,5.0,-5.0,-5.0,-5.0,-0.027882106756873526,-5.0,-4.003827360527602,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,0.759231462289577,-5.0,5.0,0.013590859714369685,4.422847260197017,-5.0,0.35856764993260626,-5.0,-5.0"
1734689118.657983,"LF_B2C, LF_C2F, LF_F2T, LF_T2E, LF_wristH, LF_wristV, LF_driving, LH_B2C, LH_C2F, LH_F2T, LH_T2E, LH_wristH, LH_wristV, LH_driving, RH_B2C, RH_C2F, RH_F2T, RH_T2E, RH_wristH, RH_wristV, RH_driving, RF_B2C, RF_C2F, RF_F2T, RF_T2E, RF_wristH, RF_wristV, RF_driving","-0.1313165141582857, -0.03895107248987362, 1.6319741503400689, -0.2446019359880669, 0.4225098939387726, 0.23416078937706963, -0.0053579163238177685, -0.16592019811752756, -0.15944918945072573, 1.5964702983163113, -0.390142353844813, 0.051369113448688, 0.4853932919692969, 0.0015489706996865138, -0.23606308516579144, -0.15018078438472138, 1.6227965493632484, -0.26187677950889565, 0.06733022657244891, 0.3126044450340002, -0.028993864297425453, -0.20049457198356002, -0.0178402261960402, 1.6934114656818409, -0.17570689639761294, 0.3487928137026488, 0.09334102250743292, -0.010231900958851625","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","5.0,5.0,-5.0,-5.0,5.0,5.0,0.25548619169470044,5.0,5.0,-5.0,-5.0,-5.0,5.0,-0.2282941171934194,5.0,5.0,5.0,-5.0,5.0,5.0,0.35849970251654817,5.0,5.0,5.0,-5.0,5.0,5.0,0.15919718274304273"
1734689118.7332437,"LF_B2C, LF_C2F, LF_F2T, LF_T2E, LF_wristH, LF_wristV, LF_driving, LH_B2C, LH_C2F, LH_F2T, LH_T2E, LH_wristH, LH_wristV, LH_driving, RH_B2C, RH_C2F, RH_F2T, RH_T2E, RH_wristH, RH_wristV, RH_driving, RF_B2C, RF_C2F, RF_F2T, RF_T2E, RF_wristH, RF_wristV, RF_driving","-0.12099013307242057, -0.04173719325678782, 1.6412572684289657, -0.22375102749842668, 0.41092990109740946, 0.19604034680924443, -0.021031676430607327, -0.15834571504599637, -0.15549947786321905, 1.5970376221278393, -0.34907353934967045, 0.059152258177316064, 0.43378054526319865, 0.022279680204357, -0.21967745991260124, -0.1487957194183691, 1.6298302924850105, -0.21483901223535984, 0.07320079449046002, 0.25406564328738845, -0.038174649453110554, -0.1852347663355456, -0.0186055232382909, 1.6968341675613008, -0.1499761148559644, 0.3359014679309915, 0.05591238808211241, -0.012075935831345141","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","5.0,-5.0,-5.0,5.0,0.15919718274304273,-5.0,-5.0,5.0,5.0,-5.0,-0.2282941171934194,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,-5.0,0.25548619169470044,-5.0,5.0,0.35849970251654817,5.0,5.0"
1734689118.7603261,"LF_B2C, LF_C2F, LF_F2T, LF_T2E, LF_wristH, LF_wristV, LF_driving, LH_B2C, LH_C2F, LH_F2T, LH_T2E, LH_wristH, LH_wristV, LH_driving, RH_B2C, RH_C2F, RH_F2T, RH_T2E, RH_wristH, RH_wristV, RH_driving, RF_B2C, RF_C2F, RF_F2T, RF_T2E, RF_wristH, RF_wristV, RF_driving","-0.13662181744599167, -0.04171997848946152, 1.6306801106760727, -0.21606122659554838, 0.40842861596329083, 0.2041116690835505, -0.01829849106510384, -0.16906513373168686, -0.16334954171780858, 1.5967776391023492, -0.36421698858895013, 0.06138831564799485, 0.4543644373901241, 0.022420756142406795, -0.24154365484514084, -0.1514930616684449, 1.6212076813216614, -0.23370623528378065, 0.05799994535210917, 0.27841862351961577, -0.029001943577749323, -0.20537328390869725, -0.018071666728533664, 1.6911138255041198, -0.14262089349703544, 0.3347586511261502, 0.05374230042269268, -0.016026294254958273","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","-5.0,-5.0,-5.0,5.0,-5.0,-5.0,0.053579163238177685,-5.0,1.390587437584955,2.3423880310830434,5.0,5.0,-5.0,-0.015489706996865138,-5.0,1.4587531367086228,-5.0,5.0,-5.0,-5.0,0.28993864297425453,-5.0,3.5919591684601784,-5.0,5.0,-5.0,-5.0,0.10231900958851625"
1734689118.8322225,"LF_B2C, LF_C2F, LF_F2T, LF_T2E, LF_wristH, LF_wristV, LF_driving, LH_B2C, LH_C2F, LH_F2T, LH_T2E, LH_wristH, LH_wristV, LH_driving, RH_B2C, RH_C2F, RH_F2T, RH_T2E, RH_wristH, RH_wristV, RH_driving, RF_B2C, RF_C2F, RF_F2T, RF_T2E, RF_wristH, RF_wristV, RF_driving","-0.12099013307242057, -0.04173719325678782, 1.6412572684289657, -0.22375102749842668, 0.41092990109740946, 0.19604034680924443, -0.021031676430607327, -0.15834571504599637, -0.15549947786321905, 1.5970376221278393, -0.34907353934967045, 0.059152258177316064, 0.43378054526319865, 0.022279680204357, -0.21967745991260124, -0.1487957194183691, 1.6298302924850105, -0.21483901223535984, 0.07320079449046002, 0.25406564328738845, -0.038174649453110554, -0.1852347663355456, -0.0186055232382909, 1.6968341675613008, -0.1499761148559644, 0.3359014679309915, 0.05591238808211241, -0.012075935831345141","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","-5.0,5.0,5.0,-5.0,0.10231900958851625,5.0,5.0,1.390587437584955,-5.0,-5.0,-0.015489706996865138,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,3.5919591684601784,-5.0,5.0,0.053579163238177685,2.3423880310830434,-5.0,0.28993864297425453,-5.0,1.4587531367086228"
1734689118.864068,"LF_B2C, LF_C2F, LF_F2T, LF_T2E, LF_wristH, LF_wristV, LF_driving, LH_B2C, LH_C2F, LH_F2T, LH_T2E, LH_wristH, LH_wristV, LH_driving, RH_B2C, RH_C2F, RH_F2T, RH_T2E, RH_wristH, RH_wristV, RH_driving, RF_B2C, RF_C2F, RF_F2T, RF_T2E, RF_wristH, RF_wristV, RF_driving","-0.1328641490429323, -0.041493211591554946, 1.630480786674939, -0.24029315791150463, 0.42400127092675266, 0.23480255284905738, -0.0034372168646124024, -0.16796079132374597, -0.1609664534847539, 1.5963672568161122, -0.3948819724384549, 0.05438446024743815, 0.490849623345607, 0.004969154172447254, -0.2399516494464038, -0.1479933094055932, 1.6212273299587805, -0.26797783293404454, 0.06497261149730882, 0.3171566710459457, -0.021701551113097572, -0.20187647247250862, -0.01614134612238871, 1.693097313916181, -0.17460258041043986, 0.3488469250051205, 0.08779351559181858, -0.0010403637877391958","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","5.0,5.0,5.0,-5.0,5.0,5.0,0.1829849106510384,5.0,5.0,-5.0,-5.0,-5.0,5.0,-0.22420756142406795,5.0,5.0,5.0,-5.0,5.0,5.0,0.29001943577749323,5.0,5.0,5.0,-5.0,5.0,5.0,0.16026294254958273"
1734689118.9341824,"LF_B2C, LF_C2F, LF_F2T, LF_T2E, LF_wristH, LF_wristV, LF_driving, LH_B2C, LH_C2F, LH_F2T, LH_T2E, LH_wristH, LH_wristV, LH_driving, RH_B2C, RH_C2F, RH_F2T, RH_T2E, RH_wristH, RH_wristV, RH_driving, RF_B2C, RF_C2F, RF_F2T, RF_T2E, RF_wristH, RF_wristV, RF_driving","-0.12099013307242057, -0.04173719325678782, 1.6412572684289657, -0.22375102749842668, 0.41092990109740946, 0.19604034680924443, -0.021031676430607327, -0.15834571504599637, -0.15549947786321905, 1.5970376221278393, -0.34907353934967045, 0.059152258177316064, 0.43378054526319865, 0.022279680204357, -0.21967745991260124, -0.1487957194183691, 1.6298302924850105, -0.21483901223535984, 0.07320079449046002, 0.25406564328738845, -0.038174649453110554, -0.1852347663355456, -0.0186055232382909, 1.6968341675613008, -0.1499761148559644, 0.3359014679309915, 0.05591238808211241, -0.012075935831345141","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","5.0,-5.0,-5.0,5.0,0.16026294254958273,-5.0,-5.0,5.0,5.0,5.0,-0.22420756142406795,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,-5.0,0.1829849106510384,-5.0,5.0,0.29001943577749323,5.0,5.0"
1734689118.9936826,"LF_B2C, LF_C2F, LF_F2T, LF_T2E, LF_wristH, LF_wristV, LF_driving, LH_B2C, LH_C2F, LH_F2T, LH_T2E, LH_wristH, LH_wristV, LH_driving, RH_B2C, RH_C2F, RH_F2T, RH_T2E, RH_wristH, RH_wristV, RH_driving, RF_B2C, RF_C2F, RF_F2T, RF_T2E, RF_wristH, RF_wristV, RF_driving","-0.13795270357456957, -0.04182218197748977, 1.6287440175226156, -0.21787136826708497, 0.41049249036106605, 0.2106238110372356, -0.02129488201573526, -0.1708139795044561, -0.16461542186488387, 1.596600768417968, -0.3671661208229162, 0.06456187776266997, 0.45712269197710675, 0.02273898007503572, -0.24528548169967834, -0.15142596392513585, 1.6211437846963515, -0.23806203184097185, 0.05370529583001016, 0.28088916826261734, -0.032099275831028784, -0.20684239205959631, -0.01638909075877315, 1.6909240558524177, -0.14254353666415298, 0.3352578496668821, 0.04970521745888146, -0.01329115970002448","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","-5.0,5.0,-5.0,5.0,-5.0,-5.0,0.034372168646124024,-4.059826013181912,-5.0,3.640189580743126,5.0,5.0,-5.0,-0.04969154172447254,-5.0,-5.0,-5.0,5.0,-5.0,-5.0,0.21701551113097572,-5.0,-5.0,-5.0,5.0,-5.0,-5.0,0.010403637877391958"
1734689119.0347576,"LF_B2C, LF_C2F, LF_F2T, LF_T2E, LF_wristH, LF_wristV, LF_driving, LH_B2C, LH_C2F, LH_F2T, LH_T2E, LH_wristH, LH_wristV, LH_driving, RH_B2C, RH_C2F, RH_F2T, RH_T2E, RH_wristH, RH_wristV, RH_driving, RF_B2C, RF_C2F, RF_F2T, RF_T2E, RF_wristH, RF_wristV, RF_driving","-0.12099013307242057, -0.04173719325678782, 1.6412572684289657, -0.22375102749842668, 0.41092990109740946, 0.19604034680924443, -0.021031676430607327, -0.15834571504599637, -0.15549947786321905, 1.5970376221278393, -0.34907353934967045, 0.059152258177316064, 0.43378054526319865, 0.022279680204357, -0.21967745991260124, -0.1487957194183691, 1.6298302924850105, -0.21483901223535984, 0.07320079449046002, 0.25406564328738845, -0.038174649453110554, -0.1852347663355456, -0.0186055232382909, 1.6968341675613008, -0.1499761148559644, 0.3359014679309915, 0.05591238808211241, -0.012075935831345141","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","5.0,5.0,5.0,-5.0,0.010403637877391958,5.0,5.0,-5.0,-5.0,-5.0,-0.04969154172447254,-5.0,-4.059826013181912,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,5.0,0.034372168646124024,3.640189580743126,-5.0,0.21701551113097572,-5.0,-5.0"
1734689119.1346416,"LF_B2C, LF_C2F, LF_F2T, LF_T2E, LF_wristH, LF_wristV, LF_driving, LH_B2C, LH_C2F, LH_F2T, LH_T2E, LH_wristH, LH_wristV, LH_driving, RH_B2C, RH_C2F, RH_F2T, RH_T2E, RH_wristH, RH_wristV, RH_driving, RF_B2C, RF_C2F, RF_F2T, RF_T2E, RF_wristH, RF_wristV, RF_driving","-0.12099013307242057, -0.04173719325678782, 1.6412572684289657, -0.22375102749842668, 0.41092990109740946, 0.19604034680924443, -0.021031676430607327, -0.15834571504599637, -0.15549947786321905, 1.5970376221278393, -0.34907353934967045, 0.059152258177316064, 0.43378054526319865, 0.022279680204357, -0.21967745991260124, -0.1487957194183691, 1.6298302924850105, -0.21483901223535984, 0.07320079449046002, 0.25406564328738845, -0.038174649453110554, -0.1852347663355456, -0.0186055232382909, 1.6968341675613008, -0.1499761148559644, 0.3359014679309915, 0.05591238808211241, -0.012075935831345141","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","5.0,5.0,5.0,-5.0,0.010403637877391958,5.0,5.0,-5.0,-5.0,-5.0,-0.04969154172447254,-5.0,-4.059826013181912,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,5.0,0.034372168646124024,3.640189580743126,-5.0,0.21701551113097572,-5.0,-5.0"
1734689119.1395633,"LF_B2C, LF_C2F, LF_F2T, LF_T2E, LF_wristH, LF_wristV, LF_driving, LH_B2C, LH_C2F, LH_F2T, LH_T2E, LH_wristH, LH_wristV, LH_driving, RH_B2C, RH_C2F, RH_F2T, RH_T2E, RH_wristH, RH_wristV, RH_driving, RF_B2C, RF_C2F, RF_F2T, RF_T2E, RF_wristH, RF_wristV, RF_driving","-0.1341791016567111, -0.041288087379828475, 1.6284310372733906, -0.24241715684473952, 0.42608338161456594, 0.23965804730707685, -0.0031445477149780743, -0.1693151305501681, -0.16109303580289502, 1.5954541808751763, -0.3970846443872178, 0.05637796099517711, 0.4925228922214977, 0.0011147328708913662, -0.2434763769875241, -0.14839096667726803, 1.620416204997011, -0.27199083332045504, 0.05807671680755888, 0.32146211493845467, -0.02767452127140757, -0.20410983216834744, -0.014961445057958045, 1.693194295384301, -0.17582421307607632, 0.3495986341267301, 0.08580286049505048, 0.0017361855670658954","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","5.0,5.0,5.0,-5.0,5.0,5.0,0.21294882015735261,5.0,5.0,-5.0,-5.0,-5.0,5.0,-0.2273898007503572,5.0,5.0,-5.0,-5.0,5.0,5.0,0.32099275831028784,5.0,5.0,5.0,-5.0,5.0,5.0,0.1329115970002448"
1734689119.2333164,"LF_B2C, LF_C2F, LF_F2T, LF_T2E, LF_wristH, LF_wristV, LF_driving, LH_B2C, LH_C2F, LH_F2T, LH_T2E, LH_wristH, LH_wristV, LH_driving, RH_B2C, RH_C2F, RH_F2T, RH_T2E, RH_wristH, RH_wristV, RH_driving, RF_B2C, RF_C2F, RF_F2T, RF_T2E, RF_wristH, RF_wristV, RF_driving","-0.12099013307242057, -0.04173719325678782, 1.6412572684289657, -0.22375102749842668, 0.41092990109740946, 0.19604034680924443, -0.021031676430607327, -0.15834571504599637, -0.15549947786321905, 1.5970376221278393, -0.34907353934967045, 0.059152258177316064, 0.43378054526319865, 0.022279680204357, -0.21967745991260124, -0.1487957194183691, 1.6298302924850105, -0.21483901223535984, 0.07320079449046002, 0.25406564328738845, -0.038174649453110554, -0.1852347663355456, -0.0186055232382909, 1.6968341675613008, -0.1499761148559644, 0.3359014679309915, 0.05591238808211241, -0.012075935831345141","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","5.0,-5.0,-5.0,5.0,0.1329115970002448,-5.0,-5.0,5.0,5.0,5.0,-0.2273898007503572,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,-5.0,-5.0,0.21294882015735261,-5.0,5.0,0.32099275831028784,5.0,5.0"
