time,joint_name,joint_state,joint_reference,joint_torque
1734689110.6328182,"LF_B2C, LF_C2F, LF_F2T, LF_T2E, LF_wristH, LF_wristV, LF_driving, LH_B2C, LH_C2F, LH_F2T, LH_T2E, LH_wristH, LH_wristV, LH_driving, RH_B2C, RH_C2F, RH_F2T, RH_T2E, RH_wristH, RH_wristV, RH_driving, RF_B2C, RF_C2F, RF_F2T, RF_T2E, RF_wristH, RF_wristV, RF_driving","-0.08056615800213685, -0.048123027384576744, 1.6763672306063624, -0.19348211880911848, 0.3534807112955054, 0.13189032611582974, -0.014933739013717862, -0.11960136598562432, -0.13364120709033056, 1.6217187221510292, -0.29976562389880534, 0.0465499163857368, 0.3506790081617801, 0.016201995036630557, -0.1346086482317972, -0.13131369298675644, 1.6585426204604703, -0.16987963704227926, 0.17074936425181875, 0.16997427949145738, -0.02835505291493856, -0.1079975817700296, -0.02445711223377689, 1.6980460701305828, -0.1619741936117638, 0.3420697820873544, 0.06104551834176419, -0.008765414872807575","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","4.088074968313492,5.0,5.0,-5.0,-0.07825955573856902,5.0,5.0,-5.0,-5.0,-5.0,0.022506542145288577,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,0.8513500534077281,-5.0,5.0,-0.0448982161663114,-5.0,-5.0,0.21902640293379072,-5.0,1.1283753737361337"
1734689110.648515,"LF_B2C, LF_C2F, LF_F2T, LF_T2E, LF_wristH, LF_wristV, LF_driving, LH_B2C, LH_C2F, LH_F2T, LH_T2E, LH_wristH, LH_wristV, LH_driving, RH_B2C, RH_C2F, RH_F2T, RH_T2E, RH_wristH, RH_wristV, RH_driving, RF_B2C, RF_C2F, RF_F2T, RF_T2E, RF_wristH, RF_wristV, RF_driving","-0.07696240165933688, -0.04579593424682482, 1.676221340019998, -0.22688896536258518, 0.3717411254204057, 0.170577222369376, 0.0006757512733495119, -0.11907542130592486, -0.13134086319080396, 1.6198515530131692, -0.3312138910145075, 0.03794674131880882, 0.39006848851781406, -0.004296922145021753, -0.13174967578437347, -0.1308987138669533, 1.6610659885585362, -0.2016931879460211, 0.17725033970679682, 0.20459841509474064, -0.012701213937652334, -0.10540878278782007, -0.023944167606688715, 1.699166507197269, -0.19454900318329393, 0.35711790108494323, 0.09855896487740701, 0.008085701387368083","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","5.0,5.0,-5.0,-5.0,5.0,5.0,0.21280984084168786,5.0,5.0,-5.0,-5.0,-5.0,5.0,-0.1892425995700897,5.0,5.0,3.341656289488416,-5.0,5.0,5.0,0.2197241488610313,5.0,5.0,5.0,-5.0,5.0,5.0,0.08134405464563343"
1734689110.73393,"LF_B2C, LF_C2F, LF_F2T, LF_T2E, LF_wristH, LF_wristV, LF_driving, LH_B2C, LH_C2F, LH_F2T, LH_T2E, LH_wristH, LH_wristV, LH_driving, RH_B2C, RH_C2F, RH_F2T, RH_T2E, RH_wristH, RH_wristV, RH_driving, RF_B2C, RF_C2F, RF_F2T, RF_T2E, RF_wristH, RF_wristV, RF_driving","-0.08056615800213685, -0.048123027384576744, 1.6763672306063624, -0.19348211880911848, 0.3534807112955054, 0.13189032611582974, -0.014933739013717862, -0.11960136598562432, -0.13364120709033056, 1.6217187221510292, -0.29976562389880534, 0.0465499163857368, 0.3506790081617801, 0.016201995036630557, -0.1346086482317972, -0.13131369298675644, 1.6585426204604703, -0.16987963704227926, 0.17074936425181875, 0.16997427949145738, -0.02835505291493856, -0.1079975817700296, -0.02445711223377689, 1.6980460701305828, -0.1619741936117638, 0.3420697820873544, 0.06104551834176419, -0.008765414872807575","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","5.0,-5.0,-5.0,5.0,0.08134405464563343,-5.0,-5.0,5.0,5.0,-5.0,-0.1892425995700897,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.341656289488416,-5.0,0.21280984084168786,-5.0,5.0,0.2197241488610313,5.0,5.0"
1734689110.764551,"LF_B2C, LF_C2F, LF_F2T, LF_T2E, LF_wristH, LF_wristV, LF_driving, LH_B2C, LH_C2F, LH_F2T, LH_T2E, LH_wristH, LH_wristV, LH_driving, RH_B2C, RH_C2F, RH_F2T, RH_T2E, RH_wristH, RH_wristV, RH_driving, RF_B2C, RF_C2F, RF_F2T, RF_T2E, RF_wristH, RF_wristV, RF_driving","-0.08186857267200764, -0.04906247180553347, 1.6757806614206583, -0.19932276301741148, 0.3580732918628504, 0.14092356238603543, -0.024187683973651453, -0.12202070791730879, -0.1351863492142975, 1.619474952141597, -0.2997662590280079, 0.04803359422669651, 0.35297113838309535, 0.017857195268780046, -0.1363734226004194, -0.13122824949996037, 1.6590757215968663, -0.17144994124070312, 0.16742082767463273, 0.1676070797477971, -0.01563753827639136, -0.1103151598676666, -0.02419114240429021, 1.6975894917891399, -0.1633902381012433, 0.34270831277950453, 0.06289508440286795, -0.007735359193064006","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","-5.0,-5.0,-5.0,5.0,-5.0,-5.0,-0.006757512733495119,-5.0,-5.0,5.0,5.0,5.0,-5.0,0.04296922145021753,-5.0,5.0,-5.0,5.0,-5.0,-5.0,0.12701213937652334,-5.0,-4.783090775041799,-5.0,5.0,-5.0,-5.0,-0.08085701387368083"
1734689110.8325474,"LF_B2C, LF_C2F, LF_F2T, LF_T2E, LF_wristH, LF_wristV, LF_driving, LH_B2C, LH_C2F, LH_F2T, LH_T2E, LH_wristH, LH_wristV, LH_driving, RH_B2C, RH_C2F, RH_F2T, RH_T2E, RH_wristH, RH_wristV, RH_driving, RF_B2C, RF_C2F, RF_F2T, RF_T2E, RF_wristH, RF_wristV, RF_driving","-0.08056615800213685, -0.048123027384576744, 1.6763672306063624, -0.19348211880911848, 0.3534807112955054, 0.13189032611582974, -0.014933739013717862, -0.11960136598562432, -0.13364120709033056, 1.6217187221510292, -0.29976562389880534, 0.0465499163857368, 0.3506790081617801, 0.016201995036630557, -0.1346086482317972, -0.13131369298675644, 1.6585426204604703, -0.16987963704227926, 0.17074936425181875, 0.16997427949145738, -0.02835505291493856, -0.1079975817700296, -0.02445711223377689, 1.6980460701305828, -0.1619741936117638, 0.3420697820873544, 0.06104551834176419, -0.008765414872807575","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","-5.0,5.0,5.0,-5.0,-0.08085701387368083,5.0,5.0,-5.0,-5.0,-5.0,0.04296922145021753,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-4.783090775041799,-5.0,5.0,-0.006757512733495119,5.0,-5.0,0.12701213937652334,-5.0,5.0"
1734689110.869812,"LF_B2C, LF_C2F, LF_F2T, LF_T2E, LF_wristH, LF_wristV, LF_driving, LH_B2C, LH_C2F, LH_F2T, LH_T2E, LH_wristH, LH_wristV, LH_driving, RH_B2C, RH_C2F, RH_F2T, RH_T2E, RH_wristH, RH_wristV, RH_driving, RF_B2C, RF_C2F, RF_F2T, RF_T2E, RF_wristH, RF_wristV, RF_driving","-0.07823505052182966, -0.04789397234923154, 1.6757573357374138, -0.2262695394388139, 0.3767206146552464, 0.173392784657179, -0.0014492336978495501, -0.12061021301341324, -0.1310444941873783, 1.617914863430669, -0.3311965245875328, 0.038001947860433205, 0.3913260314636098, -0.005379093375516675, -0.13412275353014635, -0.12808992452062729, 1.6601235871357432, -0.20616978937426023, 0.17890404342639776, 0.20547806631782706, -0.007531350416583038, -0.10688771634695193, -0.02383670256307102, 1.6992687103311903, -0.19508807608896106, 0.35772521097780974, 0.09886431184605371, 0.008608934730546913","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","5.0,5.0,-5.0,-5.0,5.0,5.0,0.24187683973651453,5.0,5.0,-4.305561456843353,-5.0,-5.0,5.0,-0.17857195268780046,5.0,5.0,5.0,-5.0,5.0,5.0,0.1563753827639136,5.0,5.0,5.0,-5.0,5.0,5.0,0.07735359193064006"
1734689110.9331484,"LF_B2C, LF_C2F, LF_F2T, LF_T2E, LF_wristH, LF_wristV, LF_driving, LH_B2C, LH_C2F, LH_F2T, LH_T2E, LH_wristH, LH_wristV, LH_driving, RH_B2C, RH_C2F, RH_F2T, RH_T2E, RH_wristH, RH_wristV, RH_driving, RF_B2C, RF_C2F, RF_F2T, RF_T2E, RF_wristH, RF_wristV, RF_driving","-0.08056615800213685, -0.048123027384576744, 1.6763672306063624, -0.19348211880911848, 0.3534807112955054, 0.13189032611582974, -0.014933739013717862, -0.11960136598562432, -0.13364120709033056, 1.6217187221510292, -0.29976562389880534, 0.0465499163857368, 0.3506790081617801, 0.016201995036630557, -0.1346086482317972, -0.13131369298675644, 1.6585426204604703, -0.16987963704227926, 0.17074936425181875, 0.16997427949145738, -0.02835505291493856, -0.1079975817700296, -0.02445711223377689, 1.6980460701305828, -0.1619741936117638, 0.3420697820873544, 0.06104551834176419, -0.008765414872807575","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","5.0,-5.0,-5.0,5.0,0.07735359193064006,-5.0,-5.0,5.0,5.0,-5.0,-0.17857195268780046,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,-5.0,0.24187683973651453,-4.305561456843353,5.0,0.1563753827639136,5.0,5.0"
1734689110.9839237,"LF_B2C, LF_C2F, LF_F2T, LF_T2E, LF_wristH, LF_wristV, LF_driving, LH_B2C, LH_C2F, LH_F2T, LH_T2E, LH_wristH, LH_wristV, LH_driving, RH_B2C, RH_C2F, RH_F2T, RH_T2E, RH_wristH, RH_wristV, RH_driving, RF_B2C, RF_C2F, RF_F2T, RF_T2E, RF_wristH, RF_wristV, RF_driving","-0.08314319393182679, -0.049959218516666404, 1.6739109820305895, -0.19731360903322415, 0.36289299145046705, 0.14339820020882588, -0.023741338402698986, -0.12380403649099758, -0.1356999216633632, 1.6180078533175948, -0.29956988223422165, 0.048111540085048254, 0.3539234469252275, 0.016707662664141587, -0.13956917515891476, -0.12963676866841123, 1.658599180183252, -0.1737045457863946, 0.1690079267065574, 0.16602468654830815, -0.011974089431904034, -0.11177398699430974, -0.023757246607736704, 1.697253559040992, -0.1652165603941178, 0.34330533175369027, 0.06428291577768164, -0.006939389062696755","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","-5.0,-5.0,-5.0,5.0,-5.0,-5.0,0.014492336978495501,-5.0,-5.0,5.0,5.0,5.0,-5.0,0.05379093375516675,-5.0,-5.0,-5.0,5.0,-5.0,-5.0,0.07531350416583038,-5.0,-0.098514211347279,-5.0,5.0,-5.0,-5.0,-0.08608934730546913"
1734689111.0332575,"LF_B2C, LF_C2F, LF_F2T, LF_T2E, LF_wristH, LF_wristV, LF_driving, LH_B2C, LH_C2F, LH_F2T, LH_T2E, LH_wristH, LH_wristV, LH_driving, RH_B2C, RH_C2F, RH_F2T, RH_T2E, RH_wristH, RH_wristV, RH_driving, RF_B2C, RF_C2F, RF_F2T, RF_T2E, RF_wristH, RF_wristV, RF_driving","-0.08056615800213685, -0.048123027384576744, 1.6763672306063624, -0.19348211880911848, 0.3534807112955054, 0.13189032611582974, -0.014933739013717862, -0.11960136598562432, -0.13364120709033056, 1.6217187221510292, -0.29976562389880534, 0.0465499163857368, 0.3506790081617801, 0.016201995036630557, -0.1346086482317972, -0.13131369298675644, 1.6585426204604703, -0.16987963704227926, 0.17074936425181875, 0.16997427949145738, -0.02835505291493856, -0.1079975817700296, -0.02445711223377689, 1.6980460701305828, -0.1619741936117638, 0.3420697820873544, 0.06104551834176419, -0.008765414872807575","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","-5.0,5.0,5.0,-5.0,-0.08608934730546913,5.0,5.0,-5.0,-5.0,-5.0,0.05379093375516675,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-0.098514211347279,-5.0,5.0,0.014492336978495501,5.0,-5.0,0.07531350416583038,-5.0,-5.0"
1734689111.0630436,"LF_B2C, LF_C2F, LF_F2T, LF_T2E, LF_wristH, LF_wristV, LF_driving, LH_B2C, LH_C2F, LH_F2T, LH_T2E, LH_wristH, LH_wristV, LH_driving, RH_B2C, RH_C2F, RH_F2T, RH_T2E, RH_wristH, RH_wristV, RH_driving, RF_B2C, RF_C2F, RF_F2T, RF_T2E, RF_wristH, RF_wristV, RF_driving","-0.07917211819164116, -0.0494368169073498, 1.6737155223811886, -0.2246551946787898, 0.38136767141624617, 0.17696016391685987, -0.005381262205104598, -0.12234874770001358, -0.1333829343016344, 1.6176459506410676, -0.33086353703389015, 0.038279674470234504, 0.3922960395967845, -0.006313196388853193, -0.13736014107009087, -0.1267719714679787, 1.6597996092162788, -0.21074388435114777, 0.17521221575343127, 0.20734106754772874, -0.005078782747395927, -0.10794500319962541, -0.021459760739845457, 1.6989357968192165, -0.1969472707836477, 0.3574150776632301, 0.09946625400401299, 0.0076677922084691374","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","5.0,5.0,5.0,-5.0,5.0,5.0,0.23741338402698986,5.0,5.0,-5.0,-5.0,-5.0,5.0,-0.16707662664141587,5.0,5.0,5.0,-5.0,5.0,5.0,0.11974089431904034,5.0,5.0,5.0,-5.0,5.0,5.0,0.06939389062696755"
1734689111.132508,"LF_B2C, LF_C2F, LF_F2T, LF_T2E, LF_wristH, LF_wristV, LF_driving, LH_B2C, LH_C2F, LH_F2T, LH_T2E, LH_wristH, LH_wristV, LH_driving, RH_B2C, RH_C2F, RH_F2T, RH_T2E, RH_wristH, RH_wristV, RH_driving, RF_B2C, RF_C2F, RF_F2T, RF_T2E, RF_wristH, RF_wristV, RF_driving","-0.08056615800213685, -0.048123027384576744, 1.6763672306063624, -0.19348211880911848, 0.3534807112955054, 0.13189032611582974, -0.014933739013717862, -0.11960136598562432, -0.13364120709033056, 1.6217187221510292, -0.29976562389880534, 0.0465499163857368, 0.3506790081617801, 0.016201995036630557, -0.1346086482317972, -0.13131369298675644, 1.6585426204604703, -0.16987963704227926, 0.17074936425181875, 0.16997427949145738, -0.02835505291493856, -0.1079975817700296, -0.02445711223377689, 1.6980460701305828, -0.1619741936117638, 0.3420697820873544, 0.06104551834176419, -0.008765414872807575","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","5.0,-5.0,-5.0,5.0,0.06939389062696755,-5.0,-5.0,5.0,5.0,5.0,-0.16707662664141587,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,-5.0,0.23741338402698986,-5.0,5.0,0.11974089431904034,5.0,5.0"
1734689111.1770961,"LF_B2C, LF_C2F, LF_F2T, LF_T2E, LF_wristH, LF_wristV, LF_driving, LH_B2C, LH_C2F, LH_F2T, LH_T2E, LH_wristH, LH_wristV, LH_driving, RH_B2C, RH_C2F, RH_F2T, RH_T2E, RH_wristH, RH_wristV, RH_driving, RF_B2C, RF_C2F, RF_F2T, RF_T2E, RF_wristH, RF_wristV, RF_driving","-0.08393323567851319, -0.04932662695047618, 1.6714542329960178, -0.19945409425347016, 0.36839792170281704, 0.14954984151421158, -0.0239236873400257, -0.12546281241295265, -0.13599898448092418, 1.6161314458162401, -0.299739618852918, 0.048591719266543265, 0.35624580361371905, 0.0161950275823477, -0.14288914292006094, -0.13017582375191683, 1.659775217252399, -0.17822407539328022, 0.16500845133644404, 0.1679534669057272, -0.0098698170192284, -0.1127398490981486, -0.021732566467082215, 1.6975142820321727, -0.16565463196385632, 0.34297354584763795, 0.06299661292335035, -0.007145270213658961","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","-5.0,5.0,-5.0,5.0,-5.0,-5.0,0.05381262205104598,-5.0,-5.0,-4.197806858036678,5.0,5.0,-5.0,0.06313196388853193,-5.0,-5.0,-5.0,5.0,-5.0,-5.0,0.05078782747395927,-5.0,-5.0,-5.0,5.0,-5.0,-5.0,-0.07667792208469137"
1734689111.233518,"LF_B2C, LF_C2F, LF_F2T, LF_T2E, LF_wristH, LF_wristV, LF_driving, LH_B2C, LH_C2F, LH_F2T, LH_T2E, LH_wristH, LH_wristV, LH_driving, RH_B2C, RH_C2F, RH_F2T, RH_T2E, RH_wristH, RH_wristV, RH_driving, RF_B2C, RF_C2F, RF_F2T, RF_T2E, RF_wristH, RF_wristV, RF_driving","-0.08056615800213685, -0.048123027384576744, 1.6763672306063624, -0.19348211880911848, 0.3534807112955054, 0.13189032611582974, -0.014933739013717862, -0.11960136598562432, -0.13364120709033056, 1.6217187221510292, -0.29976562389880534, 0.0465499163857368, 0.3506790081617801, 0.016201995036630557, -0.1346086482317972, -0.13131369298675644, 1.6585426204604703, -0.16987963704227926, 0.17074936425181875, 0.16997427949145738, -0.02835505291493856, -0.1079975817700296, -0.02445711223377689, 1.6980460701305828, -0.1619741936117638, 0.3420697820873544, 0.06104551834176419, -0.008765414872807575","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","5.0,5.0,5.0,-5.0,-0.07667792208469137,5.0,5.0,-5.0,-5.0,-5.0,0.06313196388853193,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,5.0,0.05381262205104598,-4.197806858036678,-5.0,0.05078782747395927,-5.0,-5.0"
1734689111.3197374,"LF_B2C, LF_C2F, LF_F2T, LF_T2E, LF_wristH, LF_wristV, LF_driving, LH_B2C, LH_C2F, LH_F2T, LH_T2E, LH_wristH, LH_wristV, LH_driving, RH_B2C, RH_C2F, RH_F2T, RH_T2E, RH_wristH, RH_wristV, RH_driving, RF_B2C, RF_C2F, RF_F2T, RF_T2E, RF_wristH, RF_wristV, RF_driving","-0.0798835188491207, -0.04847198125019059, 1.671308475761803, -0.22682160153866882, 0.3849854976424778, 0.18163936268114522, -0.004829767329928458, -0.12353187390005971, -0.13373202290119401, 1.6158008314389676, -0.3308677445355439, 0.03871024573041382, 0.3942694671602087, -0.007909661027329484, -0.14031799466213002, -0.1279306675659182, 1.6596133534381643, -0.21345348147804177, 0.1690953367402548, 0.21036665324461268, -0.005559075583500217, -0.10923487440979152, -0.0197199815025213, 1.6991443893546618, -0.1967906751351718, 0.3574729637833798, 0.09748978620951743, 0.008064218725854388","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","5.0,5.0,5.0,-5.0,5.0,5.0,0.239236873400257,5.0,5.0,5.0,-5.0,-5.0,5.0,-0.16195027582347699,5.0,5.0,-5.0,-5.0,5.0,5.0,0.098698170192284,5.0,5.0,3.6300570401304384,-5.0,5.0,5.0,0.07145270213658961"
1734689111.33321,"LF_B2C, LF_C2F, LF_F2T, LF_T2E, LF_wristH, LF_wristV, LF_driving, LH_B2C, LH_C2F, LH_F2T, LH_T2E, LH_wristH, LH_wristV, LH_driving, RH_B2C, RH_C2F, RH_F2T, RH_T2E, RH_wristH, RH_wristV, RH_driving, RF_B2C, RF_C2F, RF_F2T, RF_T2E, RF_wristH, RF_wristV, RF_driving","-0.08056615800213685, -0.048123027384576744, 1.6763672306063624, -0.19348211880911848, 0.3534807112955054, 0.13189032611582974, -0.014933739013717862, -0.11960136598562432, -0.13364120709033056, 1.6217187221510292, -0.29976562389880534, 0.0465499163857368, 0.3506790081617801, 0.016201995036630557, -0.1346086482317972, -0.13131369298675644, 1.6585426204604703, -0.16987963704227926, 0.17074936425181875, 0.16997427949145738, -0.02835505291493856, -0.1079975817700296, -0.02445711223377689, 1.6980460701305828, -0.1619741936117638, 0.3420697820873544, 0.06104551834176419, -0.008765414872807575","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","5.0,-5.0,-5.0,5.0,0.07145270213658961,-5.0,-5.0,5.0,5.0,5.0,-0.16195027582347699,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.6300570401304384,5.0,-5.0,-5.0,0.239236873400257,5.0,5.0,0.098698170192284,5.0,5.0"
1734689111.4222047,"LF_B2C, LF_C2F, LF_F2T, LF_T2E, LF_wristH, LF_wristV, LF_driving, LH_B2C, LH_C2F, LH_F2T, LH_T2E, LH_wristH, LH_wristV, LH_driving, RH_B2C, RH_C2F, RH_F2T, RH_T2E, RH_wristH, RH_wristV, RH_driving, RF_B2C, RF_C2F, RF_F2T, RF_T2E, RF_wristH, RF_wristV, RF_driving","-0.08487360948615397, -0.04877522753868657, 1.6697427270597185, -0.19836296447941404, 0.37114514809687105, 0.14960856145316637, -0.018463765377029873, -0.12640313021227456, -0.1365060673737073, 1.6144594575333837, -0.30005850368613096, 0.04910698672674485, 0.3584253839355558, 0.015088918472704549, -0.1456012881863984, -0.12977916707411374, 1.657532504401292, -0.17988077634672628, 0.15802420427872388, 0.17171947261655518, -0.011024792925264038, -0.11412728123067417, -0.020032909411326294, 1.697614967600388, -0.164919099374222, 0.34242585254699875, 0.06109159996708424, -0.0077894322356097945","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","-5.0,-5.0,-5.0,5.0,-5.0,-5.0,0.04829767329928458,-5.0,-5.0,-4.582920075044171,5.0,5.0,-5.0,0.07909661027329484,-5.0,-5.0,-5.0,5.0,-5.0,-5.0,0.05559075583500217,-5.0,-5.0,-5.0,5.0,-5.0,-5.0,-0.08064218725854388"
1734689111.4347434,"LF_B2C, LF_C2F, LF_F2T, LF_T2E, LF_wristH, LF_wristV, LF_driving, LH_B2C, LH_C2F, LH_F2T, LH_T2E, LH_wristH, LH_wristV, LH_driving, RH_B2C, RH_C2F, RH_F2T, RH_T2E, RH_wristH, RH_wristV, RH_driving, RF_B2C, RF_C2F, RF_F2T, RF_T2E, RF_wristH, RF_wristV, RF_driving","-0.08056615800213685, -0.048123027384576744, 1.6763672306063624, -0.19348211880911848, 0.3534807112955054, 0.13189032611582974, -0.014933739013717862, -0.11960136598562432, -0.13364120709033056, 1.6217187221510292, -0.29976562389880534, 0.0465499163857368, 0.3506790081617801, 0.016201995036630557, -0.1346086482317972, -0.13131369298675644, 1.6585426204604703, -0.16987963704227926, 0.17074936425181875, 0.16997427949145738, -0.02835505291493856, -0.1079975817700296, -0.02445711223377689, 1.6980460701305828, -0.1619741936117638, 0.3420697820873544, 0.06104551834176419, -0.008765414872807575","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","-5.0,5.0,5.0,-5.0,-0.08064218725854388,5.0,5.0,-5.0,-5.0,-5.0,0.07909661027329484,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,5.0,0.04829767329928458,-4.582920075044171,-5.0,0.05559075583500217,-5.0,-5.0"
1734689111.5348122,"LF_B2C, LF_C2F, LF_F2T, LF_T2E, LF_wristH, LF_wristV, LF_driving, LH_B2C, LH_C2F, LH_F2T, LH_T2E, LH_wristH, LH_wristV, LH_driving, RH_B2C, RH_C2F, RH_F2T, RH_T2E, RH_wristH, RH_wristV, RH_driving, RF_B2C, RF_C2F, RF_F2T, RF_T2E, RF_wristH, RF_wristV, RF_driving","-0.08056615800213685, -0.048123027384576744, 1.6763672306063624, -0.19348211880911848, 0.3534807112955054, 0.13189032611582974, -0.014933739013717862, -0.11960136598562432, -0.13364120709033056, 1.6217187221510292, -0.29976562389880534, 0.0465499163857368, 0.3506790081617801, 0.016201995036630557, -0.1346086482317972, -0.13131369298675644, 1.6585426204604703, -0.16987963704227926, 0.17074936425181875, 0.16997427949145738, -0.02835505291493856, -0.1079975817700296, -0.02445711223377689, 1.6980460701305828, -0.1619741936117638, 0.3420697820873544, 0.06104551834176419, -0.008765414872807575","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","-5.0,5.0,5.0,-5.0,-0.08064218725854388,5.0,5.0,-5.0,-5.0,-5.0,0.07909661027329484,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,5.0,0.04829767329928458,-4.582920075044171,-5.0,0.05559075583500217,-5.0,-5.0"
