time,joint_name,joint_state,joint_reference
1721902884.9589374,"LF_B2C, LF_C2F, LF_F2T, LF_T2E, LF_wristH, LF_wristV, LF_driving, LH_B2C, LH_C2F, LH_F2T, LH_T2E, LH_wristH, LH_wristV, LH_driving, RH_B2C, RH_C2F, RH_F2T, RH_T2E, RH_wristH, RH_wristV, RH_driving, RF_B2C, RF_C2F, RF_F2T, RF_T2E, RF_wristH, RF_wristV, RF_driving","-0.002674051644560471, -0.8441948636180738, 2.3446063253221645, 0.07163312742509476, -0.000775349625465438, 0.0004362700450712964, -0.0014828556825392525, -0.0012035913542831622, -0.844471744466265, 2.3455729940395713, 0.07139522720679192, -0.0003016741638024456, 0.00021242033214097233, 0.0012619521603429718, 0.0008016992223653929, -0.843565173174329, 2.3440044194173684, 0.0718049304181827, 0.00017641851499039518, -0.0007002619729492565, 0.001569411439390045, -0.0034321871319047403, -0.8444111534160887, 2.345428629457791, 0.07141356286382816, -0.0002041511091315229, 0.00022374563509508505, -0.0004769183462043358","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
1721902884.9871604,"LF_B2C, LF_C2F, LF_F2T, LF_T2E, LF_wristH, LF_wristV, LF_driving, LH_B2C, LH_C2F, LH_F2T, LH_T2E, LH_wristH, LH_wristV, LH_driving, RH_B2C, RH_C2F, RH_F2T, RH_T2E, RH_wristH, RH_wristV, RH_driving, RF_B2C, RF_C2F, RF_F2T, RF_T2E, RF_wristH, RF_wristV, RF_driving","-0.0026753715415841484, -0.8440309101769907, 2.3445768970721463, 0.07159011811970473, -0.0007705525468413299, 0.0004842231183976864, -0.0014784290709153325, -0.001203372872044639, -0.844376756420969, 2.3455599232756885, 0.07135985407170775, -0.00028422493902091617, 0.0002661655358231485, 0.0012570089502119686, 0.0008008824097389677, -0.8433671135570844, 2.3439467446157014, 0.071727563090076, 0.00017013986922354007, -0.0007105616110374413, 0.001580506069861265, -0.003434398798331628, -0.8440224970396191, 2.3451231212480224, 0.07141687703563271, -0.00021646706790523496, 0.0002834884458744469, -0.0004775540622743435","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
1721902885.0092118,"LF_B2C, LF_C2F, LF_F2T, LF_T2E, LF_wristH, LF_wristV, LF_driving, LH_B2C, LH_C2F, LH_F2T, LH_T2E, LH_wristH, LH_wristV, LH_driving, RH_B2C, RH_C2F, RH_F2T, RH_T2E, RH_wristH, RH_wristV, RH_driving, RF_B2C, RF_C2F, RF_F2T, RF_T2E, RF_wristH, RF_wristV, RF_driving","-0.00234508631758068, -0.859162865368214, 2.3524502779801963, 0.07256202292403469, -0.0007158040663348686, 0.0030792534123964543, -0.00138837936505265, -0.0013388878761224632, -0.859159940268647, 2.3533974811502905, 0.07248380250855035, -0.0003796942275053894, 0.0029000829668843764, 0.001243410629318653, 0.0008170472866257938, -0.8566823480003363, 2.3488666006700196, 0.07548346487841062, 0.0002928225459450928, -5.0855495858037614e-05, 0.001796353090484537, -0.0036865410521249586, -0.8585823435938433, 2.3530784239317573, 0.07248368528584503, -0.0002929979362944479, 0.0025052574788357873, -0.0004927383105117755","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
1721902885.0174806,"LF_B2C, LF_C2F, LF_F2T, LF_T2E, LF_wristH, LF_wristV, LF_driving, LH_B2C, LH_C2F, LH_F2T, LH_T2E, LH_wristH, LH_wristV, LH_driving, RH_B2C, RH_C2F, RH_F2T, RH_T2E, RH_wristH, RH_wristV, RH_driving, RF_B2C, RF_C2F, RF_F2T, RF_T2E, RF_wristH, RF_wristV, RF_driving","-0.0026794174460649245, -0.8435844064820879, 2.344281402520613, 0.07158932726423473, -0.00077894522556754, 0.0005482402067844561, -0.0014785175285014773, -0.001198678434511713, -0.8439731436373465, 2.3452599902569844, 0.07136510732717749, -0.00029839455720725994, 0.00033246876421699767, 0.0012554519680385567, 0.0008007157362976969, -0.8432937419138806, 2.3439699143512716, 0.07168246222221608, 0.00016323207251911498, -0.0007097327001543974, 0.0015900456835256094, -0.0034410620209399667, -0.8439779024354523, 2.3451187888117495, 0.07138785068187303, -0.0001909641849806576, 0.000338123363423648, -0.0004785945612999498","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
1721902885.0448341,"LF_B2C, LF_C2F, LF_F2T, LF_T2E, LF_wristH, LF_wristV, LF_driving, LH_B2C, LH_C2F, LH_F2T, LH_T2E, LH_wristH, LH_wristV, LH_driving, RH_B2C, RH_C2F, RH_F2T, RH_T2E, RH_wristH, RH_wristV, RH_driving, RF_B2C, RF_C2F, RF_F2T, RF_T2E, RF_wristH, RF_wristV, RF_driving","-0.0026818721241719246, -0.8434568659822608, 2.344261721779299, 0.07155230091323261, -0.0007729561662381812, 0.0005986519189393746, -0.0014747260654006666, -0.0011940331810507132, -0.8439056335929509, 2.3452526263107654, 0.07133458695667994, -0.0002812319760341353, 0.00038776667601414516, 0.0012515500265699586, 0.0008005764902678791, -0.8432252317046469, 2.3439916628084276, 0.07162744535703336, 0.00015772314401463206, -0.0007088905412375723, 0.0015978247184946781, -0.003449223833662529, -0.8439348264280033, 2.3451160717308603, 0.07135701185135268, -0.00017328749558931378, 0.00039523603761271175, -0.0004803460452889041","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
1721902885.0740936,"LF_B2C, LF_C2F, LF_F2T, LF_T2E, LF_wristH, LF_wristV, LF_driving, LH_B2C, LH_C2F, LH_F2T, LH_T2E, LH_wristH, LH_wristV, LH_driving, RH_B2C, RH_C2F, RH_F2T, RH_T2E, RH_wristH, RH_wristV, RH_driving, RF_B2C, RF_C2F, RF_F2T, RF_T2E, RF_wristH, RF_wristV, RF_driving","-0.0026843670106453388, -0.8432223545147375, 2.3441255200403113, 0.07152593203405111, -0.0007714690541575919, 0.0006504663520239262, -0.0014732130686763156, -0.0011879034209396622, -0.8438458347942852, 2.345249238406794, 0.07130281605839439, -0.0002700134767783524, 0.0004473712410399955, 0.0012482718194952724, 0.0008006934719144709, -0.8431611461061603, 2.3440091968616628, 0.07156901801265558, 0.00015350867001995283, -0.0007107988712293789, 0.0016048857893231627, -0.0034579593704755496, -0.8438963060745142, 2.345112365019755, 0.07132541766732103, -0.00015986406525048125, 0.00045152139909721, -0.00048222563012867425","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
1721902885.101692,"LF_B2C, LF_C2F, LF_F2T, LF_T2E, LF_wristH, LF_wristV, LF_driving, LH_B2C, LH_C2F, LH_F2T, LH_T2E, LH_wristH, LH_wristV, LH_driving, RH_B2C, RH_C2F, RH_F2T, RH_T2E, RH_wristH, RH_wristV, RH_driving, RF_B2C, RF_C2F, RF_F2T, RF_T2E, RF_wristH, RF_wristV, RF_driving","-0.0026872324866902275, -0.8431294640286513, 2.344114317261125, 0.07149325105649318, -0.0007680859654533023, 0.0007042633624418926, -0.0014738544395829223, -0.0011802568792367296, -0.8437946104031147, 2.345245198415009, 0.07127112855294815, -0.0002620269828437216, 0.0005073529065127147, 0.0012453298323258366, 0.000801174224003276, -0.8431005922848005, 2.344024929641222, 0.07150653127737439, 0.00015450695903584943, -0.0007139562981253178, 0.0016127688810305685, -0.0034671150641827353, -0.8438640017108465, 2.3451072929539176, 0.07129343772848529, -0.0001493667963590184, 0.0005071590910077362, -0.0004842428172286972","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
1721902885.1088388,"LF_B2C, LF_C2F, LF_F2T, LF_T2E, LF_wristH, LF_wristV, LF_driving, LH_B2C, LH_C2F, LH_F2T, LH_T2E, LH_wristH, LH_wristV, LH_driving, RH_B2C, RH_C2F, RH_F2T, RH_T2E, RH_wristH, RH_wristV, RH_driving, RF_B2C, RF_C2F, RF_F2T, RF_T2E, RF_wristH, RF_wristV, RF_driving","-0.00234508631758068, -0.859162865368214, 2.3524502779801963, 0.07256202292403469, -0.0007158040663348686, 0.0030792534123964543, -0.00138837936505265, -0.0013388878761224632, -0.859159940268647, 2.3533974811502905, 0.07248380250855035, -0.0003796942275053894, 0.0029000829668843764, 0.001243410629318653, 0.0008170472866257938, -0.8566823480003363, 2.3488666006700196, 0.07548346487841062, 0.0002928225459450928, -5.0855495858037614e-05, 0.001796353090484537, -0.0036865410521249586, -0.8585823435938433, 2.3530784239317573, 0.07248368528584503, -0.0002929979362944479, 0.0025052574788357873, -0.0004927383105117755","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
1721902885.142816,"LF_B2C, LF_C2F, LF_F2T, LF_T2E, LF_wristH, LF_wristV, LF_driving, LH_B2C, LH_C2F, LH_F2T, LH_T2E, LH_wristH, LH_wristV, LH_driving, RH_B2C, RH_C2F, RH_F2T, RH_T2E, RH_wristH, RH_wristV, RH_driving, RF_B2C, RF_C2F, RF_F2T, RF_T2E, RF_wristH, RF_wristV, RF_driving","-0.002689734580573422, -0.8430547644548616, 2.3441064727534364, 0.07146121205730616, -0.0007652022217259358, 0.0007605924868929748, -0.0014743245773320979, -0.0011716646590738122, -0.8435765379035232, 2.3450596494344484, 0.07125653041095692, -0.00025795254991844985, 0.0005644963473168119, 0.0012417777578086486, 0.0008019194901214277, -0.8430452156959154, 2.3440360787414676, 0.07144455533304761, 0.00015522867274686547, -0.0007190135167691736, 0.0016222376512295966, -0.0034758993121162263, -0.8438390971791367, 2.3451015273920106, 0.07126129898352929, -0.00014114836472689518, 0.000562821226865573, -0.0004864167420128851","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
1721902885.1772037,"LF_B2C, LF_C2F, LF_F2T, LF_T2E, LF_wristH, LF_wristV, LF_driving, LH_B2C, LH_C2F, LH_F2T, LH_T2E, LH_wristH, LH_wristV, LH_driving, RH_B2C, RH_C2F, RH_F2T, RH_T2E, RH_wristH, RH_wristV, RH_driving, RF_B2C, RF_C2F, RF_F2T, RF_T2E, RF_wristH, RF_wristV, RF_driving","-0.0026918965375726245, -0.8430016383441803, 2.3441018373304594, 0.07143060301688031, -0.000762706467449803, 0.000817300923126929, -0.001474421423948158, -0.0011617513318054051, -0.843562622239534, 2.345061899437436, 0.07123128708624638, -0.0002520106830568025, 0.0006256991893938135, 0.0012390309439851421, 0.0008027505938157375, -0.8429957384796865, 2.34404219025957, 0.07138526394154976, 0.00015460256921695503, -0.000726078515918438, 0.001630988357819163, -0.0034841900508126855, -0.8438184598310938, 2.3450945340530183, 0.07122882556190824, -0.00013461262061653656, 0.000618358945120967, -0.0004887350040592153","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
1721902885.2041094,"LF_B2C, LF_C2F, LF_F2T, LF_T2E, LF_wristH, LF_wristV, LF_driving, LH_B2C, LH_C2F, LH_F2T, LH_T2E, LH_wristH, LH_wristV, LH_driving, RH_B2C, RH_C2F, RH_F2T, RH_T2E, RH_wristH, RH_wristV, RH_driving, RF_B2C, RF_C2F, RF_F2T, RF_T2E, RF_wristH, RF_wristV, RF_driving","-0.0026930122107122756, -0.8429724812971848, 2.34410045553744, 0.07140198025094513, -0.0007606916485567439, 0.0008758851104460064, -0.0014728492141617977, -0.0011512879460866543, -0.8435644731156051, 2.345069371085332, 0.07120635508204298, -0.00024825033229269877, 0.0006960867532619375, 0.0012384712930568753, 0.000803414158008664, -0.8429523930678844, 2.344042956208824, 0.07133051803026103, 0.00014694229923772895, -0.0007332737522594002, 0.0016365732560714719, -0.0034918233255325504, -0.8438088408914695, 2.345089492521895, 0.07119712001444789, -0.0001291381584067608, 0.0006758622643712187, -0.0004912536726271455","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
1721902885.2093341,"LF_B2C, LF_C2F, LF_F2T, LF_T2E, LF_wristH, LF_wristV, LF_driving, LH_B2C, LH_C2F, LH_F2T, LH_T2E, LH_wristH, LH_wristV, LH_driving, RH_B2C, RH_C2F, RH_F2T, RH_T2E, RH_wristH, RH_wristV, RH_driving, RF_B2C, RF_C2F, RF_F2T, RF_T2E, RF_wristH, RF_wristV, RF_driving","-0.0026930122107122756, -0.8429724812971848, 2.34410045553744, 0.07140198025094513, -0.0007606916485567439, 0.0008758851104460064, -0.0014728492141617977, -0.0011512879460866543, -0.8435644731156051, 2.345069371085332, 0.07120635508204298, -0.00024825033229269877, 0.0006960867532619375, 0.0012384712930568753, 0.0008170472866257938, -0.8566823480003363, 2.3488666006700196, 0.07548346487841062, 0.0002928225459450928, -5.0855495858037614e-05, 0.001796353090484537, -0.0036865410521249586, -0.8585823435938433, 2.3530784239317573, 0.07248368528584503, -0.0002929979362944479, 0.0025052574788357873, -0.0004927383105117755","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
1721902885.232102,"LF_B2C, LF_C2F, LF_F2T, LF_T2E, LF_wristH, LF_wristV, LF_driving, LH_B2C, LH_C2F, LH_F2T, LH_T2E, LH_wristH, LH_wristV, LH_driving, RH_B2C, RH_C2F, RH_F2T, RH_T2E, RH_wristH, RH_wristV, RH_driving, RF_B2C, RF_C2F, RF_F2T, RF_T2E, RF_wristH, RF_wristV, RF_driving","-0.0026935672226171548, -0.8429696435357643, 2.3441034448762785, 0.07137569982661773, -0.0007586596131012868, 0.0009373991925603065, -0.0014688283335315688, -0.0011407394812357197, -0.8435821154963312, 2.345079788659568, 0.07118310551606033, -0.00024477393770983014, 0.0007685455966015553, 0.0012386592466535618, 0.0008036492678451523, -0.8429154675037553, 2.344038081855812, 0.0712827241180074, 0.00013798891090299747, -0.0007427423225037089, 0.0016414964699595913, -0.0034989597243288983, -0.8438125725403403, 2.3450869450380694, 0.07116683710586713, -0.0001241636216668951, 0.0007360785089112198, -0.0004940212112165554","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
