time,B2C_joint_pub,B2C_reference_position,B2C_feedback_position,B2C_position_error,B2C_reference_velocity,B2C_feedback_velocity,B2C_velocity_error,B2C_torque,C2F_joint_pub,C2F_reference_position,C2F_feedback_position,C2F_position_error,C2F_reference_velocity,C2F_feedback_velocity,C2F_velocity_error,C2F_torque,F2T_joint_pub,F2T_reference_position,F2T_feedback_position,F2T_position_error,F2T_reference_velocity,F2T_feedback_velocity,F2T_velocity_error,F2T_torque,T2E_joint_pub,T2E_reference_position,T2E_feedback_position,T2E_position_error,T2E_reference_velocity,T2E_feedback_velocity,T2E_velocity_error,T2E_torque,wristH_joint_pub,wristH_reference_position,wristH_feedback_position,wristH_position_error,wristH_reference_velocity,wristH_feedback_velocity,wristH_velocity_error,wristH_torque,wristV_joint_pub,wristV_reference_position,wristV_feedback_position,wristV_position_error,wristV_reference_velocity,wristV_feedback_velocity,wristV_velocity_error,wristV_torque,driving_joint_pub,driving_reference_position,driving_feedback_position,driving_position_error,driving_reference_velocity,driving_feedback_velocity,driving_velocity_error,driving_torque,
15.2839,0,0.00904998,0.00904998,0,0.00819469,0.00819469,0,8.19469e-05,-1.55212,-0.0278034,-0.0278034,0,0.615998,0.615998,0,0.00615998,2.59977,1.62153,1.62153,0,-0.340604,-0.340604,0,-0.00340604,-0.730316,-0.217482,-0.217482,0,-0.0138916,-0.0138916,0,-0.000138916,0,-0.0275286,-0.0275286,0,0.00150274,0.00150274,0,1.50274e-05,0,0.193067,0.193067,0,-0.00313737,-0.00313737,0,-3.13737e-05,0,-0.00422735,-0.00422735,0,9.98976e-05,9.98976e-05,0,9.98976e-07,
16.2629,0,0.00899282,0.00899282,0,-0.01667,-0.01667,0,-0.0001667,-1.81085,-0.0249641,-0.0249641,0,0.132477,0.132477,0,0.00132477,2.7001,1.62061,1.62061,0,-0.017605,-0.017605,0,-0.00017605,-0.413253,-0.217796,-0.217796,0,-0.0363603,-0.0363603,0,-0.000363603,0,-0.0274719,-0.0274719,0,0.00802665,0.00802665,0,8.02665e-05,0,0.192995,0.192995,0,0.00136335,0.00136335,0,1.36335e-05,0,-0.00421568,-0.00421568,0,0.00107358,0.00107358,0,1.07358e-05,
17.2747,0,0.00892158,0.00892158,0,0.019923,0.019923,0,0.00019923,-1.93983,-0.0251824,-0.0251824,0,-0.170223,-0.170223,0,-0.00170223,2.73678,1.62143,1.62143,0,0.172088,0.172088,0,0.00172088,-0.257482,-0.218026,-0.218026,0,-0.0178207,-0.0178207,0,-0.000178207,0,-0.0274696,-0.0274696,0,-0.00864931,-0.00864931,0,-8.64931e-05,0,0.1933,0.1933,0,0.0472085,0.0472085,0,0.000472085,0,-0.00422836,-0.00422836,0,0.00108993,0.00108993,0,1.08993e-05,
18.3838,0,0.00919826,0.00919826,0,0.0182094,0.0182094,0,0.000182094,-1.93983,-0.0313317,-0.0313317,0,-0.782111,-0.782111,0,-0.00782111,2.73678,1.62709,1.62709,0,0.691502,0.691502,0,0.00691502,-0.257482,-0.218276,-0.218276,0,-0.0231304,-0.0231304,0,-0.000231304,0,-0.0275512,-0.0275512,0,-0.00680938,-0.00680938,0,-6.80938e-05,0,0.193448,0.193448,0,0.0126007,0.0126007,0,0.000126007,0,-0.00420923,-0.00420923,0,0.00157337,0.00157337,0,1.57337e-05,
19.3737,0,0.00930536,0.00930536,0,0.00742487,0.00742487,0,7.42487e-05,-1.93983,-0.0400126,-0.0400126,0,-0.912225,-0.912225,0,-0.00912225,2.73678,1.63506,1.63506,0,0.869373,0.869373,0,0.00869373,-0.257482,-0.218518,-0.218518,0,-0.0244225,-0.0244225,0,-0.000244225,0,-0.0276117,-0.0276117,0,-0.0056464,-0.0056464,0,-5.6464e-05,0,0.193585,0.193585,0,0.0147582,0.0147582,0,0.000147582,0,-0.00419378,-0.00419378,0,0.00154676,0.00154676,0,1.54676e-05,
20.4354,0,0.00938127,0.00938127,0,0.00967254,0.00967254,0,9.67254e-05,-1.93983,-0.0498056,-0.0498056,0,-1.05451,-1.05451,0,-0.0105451,2.73678,1.64466,1.64466,0,1.0477,1.0477,0,0.010477,-0.257482,-0.218787,-0.218787,0,-0.0318742,-0.0318742,0,-0.000318742,0,-0.0276579,-0.0276579,0,-0.0070247,-0.0070247,0,-7.0247e-05,0,0.193779,0.193779,0,0.0180594,0.0180594,0,0.000180594,0,-0.00418138,-0.00418138,0,0.00119657,0.00119657,0,1.19657e-05,
21.5381,0,0.00951761,0.00951761,0,0.0126506,0.0126506,0,0.000126506,-1.93983,-0.0629415,-0.0629415,0,-1.32134,-1.32134,0,-0.0132134,2.73678,1.65762,1.65762,0,1.29165,1.29165,0,0.0129165,-0.257482,-0.219172,-0.219172,0,-0.0348152,-0.0348152,0,-0.000348152,0,-0.0277306,-0.0277306,0,-0.00624393,-0.00624393,0,-6.24393e-05,0,0.193913,0.193913,0,0.0122348,0.0122348,0,0.000122348,0,-0.00414027,-0.00414027,0,0.0055992,0.0055992,0,5.5992e-05,
22.5399,0,0.00964044,0.00964044,0,0.0111388,0.0111388,0,0.000111388,-1.73389,-0.0775137,-0.0775137,0,-1.56518,-1.56518,0,-0.0156518,2.4098,1.67171,1.67171,0,1.50124,1.50124,0,0.0150124,0.783822,-0.219509,-0.219509,0,-0.0312662,-0.0312662,0,-0.000312662,0,-0.0277979,-0.0277979,0,-0.00650871,-0.00650871,0,-6.50871e-05,0,0.194037,0.194037,0,0.0176495,0.0176495,0,0.000176495,0,-0.00407988,-0.00407988,0,-0.000746484,-0.000746484,0,-7.46484e-06,
23.6256,0,0.00974293,0.00974293,0,0.00866212,0.00866212,0,8.66212e-05,-1.56508,-0.0943436,-0.0943436,0,-1.77677,-1.77677,0,-0.0177677,2.27728,1.68772,1.68772,0,1.6803,1.6803,0,0.016803,0.873976,-0.219781,-0.219781,0,-0.0227151,-0.0227151,0,-0.000227151,0,-0.0278526,-0.0278526,0,-0.00297187,-0.00297187,0,-2.97187e-05,0,0.194244,0.194244,0,0.0250375,0.0250375,0,0.000250375,0,-0.0040628,-0.0040628,0,0.00136074,0.00136074,0,1.36074e-05,
24.8104,0,0.00985221,0.00985221,0,0.00888553,0.00888553,0,8.88553e-05,-1.56752,-0.115177,-0.115177,0,-1.99794,-1.99794,0,-0.0199794,2.27936,1.70731,1.70731,0,1.8752,1.8752,0,0.018752,0.872423,-0.219982,-0.219982,0,-0.00888836,-0.00888836,0,-8.88836e-05,0,-0.0279003,-0.0279003,0,-0.00557112,-0.00557112,0,-5.57112e-05,0,0.194533,0.194533,0,0.0233369,0.0233369,0,0.000233369,0,-0.00406226,-0.00406226,0,-0.00442239,-0.00442239,0,-4.42239e-05,
