time,B2C_joint_pub,B2C_reference_position,B2C_feedback_position,B2C_position_error,B2C_reference_velocity,B2C_feedback_velocity,B2C_velocity_error,B2C_torque,C2F_joint_pub,C2F_reference_position,C2F_feedback_position,C2F_position_error,C2F_reference_velocity,C2F_feedback_velocity,C2F_velocity_error,C2F_torque,F2T_joint_pub,F2T_reference_position,F2T_feedback_position,F2T_position_error,F2T_reference_velocity,F2T_feedback_velocity,F2T_velocity_error,F2T_torque,T2E_joint_pub,T2E_reference_position,T2E_feedback_position,T2E_position_error,T2E_reference_velocity,T2E_feedback_velocity,T2E_velocity_error,T2E_torque,wristH_joint_pub,wristH_reference_position,wristH_feedback_position,wristH_position_error,wristH_reference_velocity,wristH_feedback_velocity,wristH_velocity_error,wristH_torque,wristV_joint_pub,wristV_reference_position,wristV_feedback_position,wristV_position_error,wristV_reference_velocity,wristV_feedback_velocity,wristV_velocity_error,wristV_torque,driving_joint_pub,driving_reference_position,driving_feedback_position,driving_position_error,driving_reference_velocity,driving_feedback_velocity,driving_velocity_error,driving_torque,
15.2837,0,0.00438011,0.00438011,0,0.0292032,0.0292032,0,0.000292032,-1.55212,-0.0269648,-0.0269648,0,1.24339,1.24339,0,0.0124339,2.59977,1.60937,1.60937,0,-0.810079,-0.810079,0,-0.00810079,-0.730316,-0.215475,-0.215475,0,-0.00966189,-0.00966189,0,-9.66189e-05,0,-0.0295554,-0.0295554,0,-0.000917871,-0.000917871,0,-9.17871e-06,0,0.189559,0.189559,0,-0.00191514,-0.00191514,0,-1.91514e-05,0,-0.0268009,-0.0268009,0,0.000331911,0.000331911,0,3.31911e-06,
16.2627,0,0.00467039,0.00467039,0,0.0303845,0.0303845,0,0.000303845,-1.81085,-0.0188557,-0.0188557,0,0.387728,0.387728,0,0.00387728,2.7001,1.60536,1.60536,0,-0.0450272,-0.0450272,0,-0.000450272,-0.413253,-0.215609,-0.215609,0,-0.0216188,-0.0216188,0,-0.000216188,0,-0.0295764,-0.0295764,0,-0.00176836,-0.00176836,0,-1.76836e-05,0,0.189488,0.189488,0,-0.0104952,-0.0104952,0,-0.000104952,0,-0.0267943,-0.0267943,0,0.000749303,0.000749303,0,7.49303e-06,
17.2744,0,0.00484937,0.00484937,0,-0.0049801,-0.0049801,0,-4.9801e-05,-1.93983,-0.0174089,-0.0174089,0,0.0361216,0.0361216,0,0.000361216,2.73678,1.60543,1.60543,0,-0.0195838,-0.0195838,0,-0.000195838,-0.257482,-0.215881,-0.215881,0,-0.041152,-0.041152,0,-0.00041152,0,-0.0295861,-0.0295861,0,9.22787e-05,9.22787e-05,0,9.22787e-07,0,0.18959,0.18959,0,0.0106714,0.0106714,0,0.000106714,0,-0.026786,-0.026786,0,0.00245725,0.00245725,0,2.45725e-05,
18.3836,0,0.00479439,0.00479439,0,0.00176648,0.00176648,0,1.76648e-05,-1.93983,-0.018768,-0.018768,0,-0.210654,-0.210654,0,-0.00210654,2.73678,1.60693,1.60693,0,0.252407,0.252407,0,0.00252407,-0.257482,-0.215694,-0.215694,0,0.0145947,0.0145947,0,0.000145947,0,-0.0295693,-0.0295693,0,0.00241281,0.00241281,0,2.41281e-05,0,0.190261,0.190261,0,0.0570714,0.0570714,0,0.000570714,0,-0.0267937,-0.0267937,0,-0.000716581,-0.000716581,0,-7.16581e-06,
19.3735,0,0.00485623,0.00485623,0,0.00701592,0.00701592,0,7.01592e-05,-1.93983,-0.0227659,-0.0227659,0,-0.58772,-0.58772,0,-0.0058772,2.73678,1.6113,1.6113,0,0.593606,0.593606,0,0.00593606,-0.257482,-0.215518,-0.215518,0,0.0196555,0.0196555,0,0.000196555,0,-0.0295478,-0.0295478,0,0.00193054,0.00193054,0,1.93054e-05,0,0.190691,0.190691,0,0.038064,0.038064,0,0.00038064,0,-0.0268015,-0.0268015,0,-0.000815189,-0.000815189,0,-8.15189e-06,
20.4351,0,0.00490451,0.00490451,0,0.00299775,0.00299775,0,2.99775e-05,-1.93983,-0.0308475,-0.0308475,0,-0.968113,-0.968113,0,-0.00968113,2.73678,1.61907,1.61907,0,0.916734,0.916734,0,0.00916734,-0.257482,-0.215303,-0.215303,0,0.0226773,0.0226773,0,0.000226773,0,-0.0295316,-0.0295316,0,0.00135325,0.00135325,0,1.35325e-05,0,0.191059,0.191059,0,0.0374991,0.0374991,0,0.000374991,0,-0.0268095,-0.0268095,0,-0.000786845,-0.000786845,0,-7.86845e-06,
21.5379,0,0.00490871,0.00490871,0,4.74585e-05,4.74585e-05,0,4.74585e-07,-1.93983,-0.0433033,-0.0433033,0,-1.25814,-1.25814,0,-0.0125814,2.73678,1.6309,1.6309,0,1.19935,1.19935,0,0.0119935,-0.257482,-0.215035,-0.215035,0,0.0254493,0.0254493,0,0.000254493,0,-0.0295187,-0.0295187,0,0.00101673,0.00101673,0,1.01673e-05,0,0.191475,0.191475,0,0.0390403,0.0390403,0,0.000390403,0,-0.026818,-0.026818,0,-0.000779522,-0.000779522,0,-7.79522e-06,
22.5398,0,0.00490626,0.00490626,0,-0.000271707,-0.000271707,0,-2.71707e-06,-1.73389,-0.0572185,-0.0572185,0,-1.50316,-1.50316,0,-0.0150316,2.4098,1.6442,1.6442,0,1.43691,1.43691,0,0.0143691,0.783822,-0.214764,-0.214764,0,0.0282502,0.0282502,0,0.000282502,0,-0.0295078,-0.0295078,0,0.00122035,0.00122035,0,1.22035e-05,0,0.191869,0.191869,0,0.040751,0.040751,0,0.00040751,0,-0.026826,-0.026826,0,-0.000822754,-0.000822754,0,-8.22754e-06,
23.6255,0,0.0049109,0.0049109,0,0.000146886,0.000146886,0,1.46886e-06,-1.56508,-0.0736812,-0.0736812,0,-1.76574,-1.76574,0,-0.0176574,2.27728,1.65986,1.65986,0,1.66522,1.66522,0,0.0166522,0.873976,-0.214467,-0.214467,0,0.0272799,0.0272799,0,0.000272799,0,-0.0294949,-0.0294949,0,0.000693309,0.000693309,0,6.93309e-06,0,0.192296,0.192296,0,0.0561885,0.0561885,0,0.000561885,0,-0.0268338,-0.0268338,0,-8.33614e-05,-8.33614e-05,0,-8.33614e-07,
24.8102,0,0.0049205,0.0049205,0,-0.000495178,-0.000495178,0,-4.95178e-06,-1.56752,-0.0948185,-0.0948185,0,-2.04855,-2.04855,0,-0.0204855,2.27936,1.67968,1.67968,0,1.90641,1.90641,0,0.0190641,0.872423,-0.214152,-0.214152,0,0.0259935,0.0259935,0,0.000259935,0,-0.0294806,-0.0294806,0,0.000566978,0.000566978,0,5.66978e-06,0,0.192894,0.192894,0,0.0596446,0.0596446,0,0.000596446,0,-0.02683,-0.02683,0,-0.000184974,-0.000184974,0,-1.84974e-06,
25.8499,0,0.00484362,0.00484362,0,-0.0109448,-0.0109448,0,-0.000109448,-1.56956,-0.116735,-0.116735,0,-2.31,-2.31,0,-0.0231,2.28109,1.69992,1.69992,0,2.12005,2.12005,0,0.0212005,0.871133,-0.213916,-0.213916,0,0.0263603,0.0263603,0,0.000263603,0,-0.029479,-0.029479,0,0.00078113,0.00078113,0,7.8113e-06,0,0.193482,0.193482,0,0.0579523,0.0579523,0,0.000579523,0,-0.0268234,-0.0268234,0,0.000512879,0.000512879,0,5.12879e-06,
26.9691,0,0.00475233,0.00475233,0,-0.00830815,-0.00830815,0,-8.30815e-05,-1.57181,-0.143467,-0.143467,0,-2.52228,-2.52228,0,-0.0252228,2.28299,1.72426,1.72426,0,2.28591,2.28591,0,0.0228591,0.869717,-0.213626,-0.213626,0,0.0261636,0.0261636,0,0.000261636,0,-0.0294794,-0.0294794,0,-0.000146502,-0.000146502,0,-1.46502e-06,0,0.194104,0.194104,0,0.0621689,0.0621689,0,0.000621689,0,-0.026819,-0.026819,0,0.000812947,0.000812947,0,8.12947e-06,
